Year,Month,Day,Hour,Actual,Predict
18,7,24,6,1337.4,1339.0950030206618
18,7,24,7,1500.48,1502.3205996592264
18,7,24,8,1691.64,1694.7797377881188
18,7,24,9,2060.64,2117.929065657133
18,7,24,10,2112.84,2133.2789686556766
18,7,24,11,2325.96,2104.053905695761
18,7,24,12,2296.08,2132.299863740605
18,7,24,13,2219.04,2132.299863740605
18,7,24,14,2294.28,2103.9361921373984
18,7,24,15,2254.32,2123.165899932426
18,7,24,16,2194.56,2118.9338932054484
18,7,24,17,2217.96,2108.6866748537796
18,7,24,18,2174.4,2118.9338932054484
18,7,24,19,1900.08,1889.532005762857
18,7,24,20,1892.16,1891.922633068552
18,7,24,21,1905.48,1923.3302644576922
18,7,24,22,1837.44,1832.3370792226156
18,7,24,23,1611.72,1610.8962292367605
18,7,25,0,1604.16,1600.0282464949894
18,7,25,1,1532.16,1529.6593645149069
18,7,25,2,1482.12,1483.0437357042608
18,7,25,3,1361.16,1360.5563865359284
18,7,25,4,1354.32,1352.9556119830588
18,7,25,5,1325.16,1323.0035899258253
18,7,25,6,1396.44,1397.6896837344243
18,7,25,7,1573.2,1569.9396236567763
18,7,25,8,1797.12,1789.5659506937927
18,7,25,9,2048.04,2063.080129246762
18,7,25,10,2100.96,2070.6070587165595
18,7,25,11,2262.6,2088.244658638166
18,7,25,12,2210.76,2096.655157280329
18,7,25,13,2152.8,2129.394839847303
18,7,25,14,2244.6,2110.894062100833
18,7,25,15,2248.2,2104.654096777924
18,7,25,16,2206.8,2129.7479665751466
18,7,25,17,2179.08,2122.801620328062
18,7,25,18,2119.32,2111.106556949442
18,7,25,19,1827.36,1836.9449476770735
18,7,25,20,1776.96,1778.5171072540813
18,7,25,21,1884.6,1893.6512444076936
18,7,25,22,1761.48,1760.4492117563968
18,7,25,23,1626.84,1621.801563498661
18,7,26,0,1581.12,1578.054005947968
18,7,26,1,1553.4,1554.0428343702738
18,7,26,2,1445.04,1443.6622676282554
18,7,26,3,1404.36,1402.2365190678868
18,7,26,4,1375.92,1376.889578197328
18,7,26,5,1360.08,1360.5611316766463
18,7,26,6,1390.68,1388.603091562982
18,7,26,7,1541.88,1546.0396080641767
18,7,26,8,1737.72,1742.1410323827931
18,7,26,9,2050.56,2082.5280549312156
18,7,26,10,2112.84,2083.851980970508
18,7,26,11,2273.4,2076.430634657742
18,7,26,12,2227.32,2113.6745435552507
18,7,26,13,2216.88,2119.216817588403
18,7,26,14,2242.8,2112.1867265198393
18,7,26,15,2271.6,2116.418337452999
18,7,26,16,2171.52,2091.804043607878
18,7,26,17,2187.36,2107.98991535965
18,7,26,18,2106.0,2097.7426970079814
18,7,26,19,1798.2,1797.6375166696703
18,7,26,20,1793.88,1791.593335882927
18,7,26,21,1844.28,1852.623166083663
18,7,26,22,1820.52,1813.024528590164
18,7,26,23,1590.84,1589.767971769932
18,7,27,0,1536.84,1538.4036865273413
18,7,27,1,1476.0,1477.502675977887
18,7,27,2,1438.92,1438.7648446643875
18,7,27,3,1352.88,1352.9400802492046
18,7,27,4,1343.16,1342.5459580557647
18,7,27,5,1304.28,1304.9859054070623
18,7,27,6,1352.52,1352.965236440768
18,7,27,7,1542.6,1545.4819781295246
18,7,27,8,1742.4,1743.5122175323318
18,7,27,9,2045.88,2076.407339455278
18,7,27,10,2149.2,2079.2018231673023
18,7,27,11,2275.56,2111.4291108396887
18,7,27,12,2272.68,2115.5562879067006
18,7,27,13,2269.08,2103.978641627923
18,7,27,14,2343.96,2106.6300908186977
18,7,27,15,2334.96,2114.488694843534
18,7,27,16,2259.36,2111.21889303755
18,7,27,17,2273.4,2089.5039784826736
18,7,27,18,2239.92,2089.6313309615875
18,7,27,19,2016.72,2089.0452353796795
18,7,27,20,1976.4,1998.2372394390216
18,7,27,21,1900.44,1891.8378235094929
18,7,27,22,1795.32,1793.0671486928013
18,7,27,23,1621.08,1623.017986050411
18,7,28,0,1582.92,1578.1344724702728
18,7,28,1,1568.16,1569.9284087345159
18,7,28,2,1518.12,1515.0627524186698
18,7,28,3,1451.88,1450.5355118962125
18,7,28,4,1386.36,1385.2804151805944
18,7,28,5,1376.28,1376.9420209271443
18,7,28,6,1386.0,1385.1736153761046
18,7,28,7,1528.2,1529.9132366863719
18,7,28,8,1698.12,1696.6285393889452
18,7,28,9,1936.08,1975.5262219904994
18,7,28,10,1871.64,1878.9489911869093
18,7,28,11,2089.08,2111.174666227491
18,7,28,12,2151.36,2102.6919596770226
18,7,28,13,2096.64,2108.414793767834
18,7,28,14,2014.92,2111.2773249317174
18,7,28,15,1932.12,1930.1635931465728
18,7,28,16,1845.72,1862.5796451936
18,7,28,17,1875.96,1878.5223910225352
18,7,28,18,1875.6,1879.679149340436
18,7,28,19,1809.72,1819.2066174095644
18,7,28,20,1804.68,1809.5953406437413
18,7,28,21,1842.84,1850.5306234652105
18,7,28,22,1600.56,1600.6441521712343
18,7,28,23,1549.08,1545.9158880058756
18,7,29,0,1529.64,1530.1689773277
18,7,29,1,1510.2,1508.9326597065813
18,7,29,2,1413.36,1412.5620369012995
18,7,29,3,1321.56,1322.9800634966625
18,7,29,4,1283.4,1283.9946626952883
18,7,29,5,1301.04,1301.9510531826277
18,7,29,6,1232.64,1232.209944626999
18,7,29,7,1270.44,1270.9823604428177
18,7,29,8,1395.36,1393.3786761552667
18,7,29,9,1432.44,1434.341679613827
18,7,29,10,1412.28,1414.4002503547742
18,7,29,11,1508.76,1511.857535634133
18,7,29,12,1549.8,1544.4433542148
18,7,29,13,1523.52,1526.081395725403
18,7,29,14,1617.48,1626.311624644594
18,7,29,15,1645.92,1645.2450171010623
18,7,29,16,1583.64,1580.9141839312183
18,7,29,17,1612.44,1613.3746496272918
18,7,29,18,1628.28,1635.023526871396
18,7,29,19,1545.84,1547.2728726395273
18,7,29,20,1515.96,1516.6537361443134
18,7,29,21,1648.44,1640.8936046873598
18,7,29,22,1627.2,1622.4659141858979
18,7,29,23,1601.28,1599.9836624901213
18,7,30,0,1510.92,1509.1160399521978
18,7,30,1,1521.36,1523.6660682734982
18,7,30,2,1450.08,1450.929830161257
18,7,30,3,1388.88,1388.5903309003384
18,7,30,4,1325.88,1327.6813763969224
18,7,30,5,1327.32,1327.7237919878696
18,7,30,6,1364.76,1365.0400465871019
18,7,30,7,1550.52,1555.19633679906
18,7,30,8,1769.76,1772.8446028677736
18,7,30,9,2046.96,2059.053859908439
18,7,30,10,2198.16,2089.1664015466768
18,7,30,11,2324.16,2078.7791251404337
18,7,30,12,2244.24,2106.8127517878575
18,7,30,13,2241.72,2115.495797168613
18,7,30,14,2277.0,2110.578159337874
18,7,30,15,2317.32,2114.8659290747237
18,7,30,16,2228.04,2117.9830997672307
18,7,30,17,2285.28,2117.9830997672307
18,7,30,18,2153.16,2117.9830997672307
18,7,30,19,1879.56,1877.6857250434339
18,7,30,20,1905.84,1915.5995005243908
18,7,30,21,1925.64,1914.821832821206
18,7,30,22,1882.08,1889.9122769707692
18,7,30,23,1663.2,1674.5419403384024
18,7,31,0,1584.36,1588.3112698275052
18,7,31,1,1540.44,1537.3959429698643
18,7,31,2,1481.4,1482.71123590049
18,7,31,3,1386.0,1385.3091401697168
18,7,31,4,1353.24,1352.9583897784803
18,7,31,5,1330.56,1331.9260784065011
18,7,31,6,1426.68,1428.0001591457428
18,7,31,7,1468.08,1465.5690452242272
18,7,31,8,1609.92,1610.9811322223327
18,7,31,9,2078.28,2088.7641327219235
18,7,31,10,2086.2,2120.7276963474505
18,7,31,11,2215.08,2116.833893130611
18,7,31,12,2248.56,2134.0757225237458
18,7,31,13,2244.96,2133.958008965383
18,7,31,14,2275.2,2133.958008965383
18,7,31,15,2294.28,2133.0177683811307
